id,imdbid,title,year,bechdel
6902,tt208502,Angel&#39;s Egg,1985,0
7173,tt89153,Flesh+Blood,1985,3
7576,tt89206,Night on the Galactic Railroad,1985,0
7703,tt199849,Ninja Terminator,1985,2
8007,tt5739786,La Negrita: the Miracle of Our Lady of Los Angeles,1985,1
8071,tt89108,Esperando la carroza,1985,3
8419,tt89308,Howling II: ... Your Sister Is a Werewolf,1985,2
8553,tt2292794,Bebukottak,1985,0
8554,tt137226,"Treasure of Swamp Castle, The",1985,2
8924,tt89791,Pee-wee&#39;s Big Adventure,1985,1
9052,tt88167,Les specialistes,1985,0
9148,tt89461,"Last Dragon, The",1985,3
9536,tt90142,Teen Wolf,1985,2
9538,tt89767,Pale Rider,1985,2
9569,tt471287,Ocean Drive Weekend,1985,3
9957,tt155180,Sindhu Bhairavi,1985,2
9721,tt89077,Die Einsteiger,1985,1
10592,tt89606,My Life as a Dog,1985,1
10820,tt89730,Once Bitten,1985,3
2,tt91949,Short Circuit,1986,3
211,tt91042,Ferris Bueller&#39;s Day Off,1986,3
253,tt91369,Labyrinth,1986,3
283,tt90605,Aliens,1986,3
484,tt92067,Tenk&ucirc; no shiro Rapyuta,1986,3
577,tt91777,Police Academy 3: Back in Training,1986,1
898,tt92005,Stand By Me,1986,0
1017,tt91167,Hannah and Her Sisters,1986,3
1604,tt91203,Highlander,1986,2
1397,tt91341,Kin-Dza-Dza,1986,0
1614,tt90848,"Clan of the Cave Bear, The",1986,3
1703,tt92099,Top Gun,1986,2
1835,tt91306,Jumpin&#39; Jack Flash,1986,3
2061,tt91419,Little Shop of Horrors,1986,1
2070,tt91738,Peggy Sue Got Married,1986,3
2150,tt90728,Big Trouble in Little China,1986,3
2314,tt91541,"Money Pit, The",1986,2
2421,tt90660,Armed and Dangerous,1986,1
2490,tt90633,An American Tail,1986,3
2648,tt92007,Star Trek IV:  The Voyage Home,1986,3
2658,tt91993,SpaceCamp,1986,3
2662,tt90756,Blue Velvet,1986,1
2670,tt90315,When the Wind Blows,1986,0
3002,tt91064,"Fly, The",1986,2
3093,tt97050,"Adventures of Milo and Otis, The",1986,1
3155,tt90556,"&#39;night, Mother",1986,3
3203,tt90967,Down by Law,1986,1
3398,tt91794,Project A-ko,1986,3
3558,tt91763,Platoon,1986,0
3614,tt90555,Crocodile Dundee,1986,3
3701,tt91149,"Great Mouse Detective, The",1986,1
3850,tt92106,"Transformers: The Movie, The",1986,0
4315,tt91790,Pretty in Pink,1986,3
4451,tt89297,Hour of the Star,1986,3
4576,tt91059,Flight of the Navigator,1986,3
4581,tt91721,"Parent Trap II, The",1986,3
4591,tt90685,Back to School,1986,1
4614,tt91877,Ruthless People,1986,3
4632,tt91225,Howard The Duck,1986,3
4684,tt91499,Maximum Overdrive,1986,2
4894,tt89118,F/X,1986,1
4966,tt90667,Asterix in Britain (Asterix chez les Bretons),1986,0
6021,tt90793,Captain EO,1986,1
6202,tt92086,!Three Amigos!,1986,2
6221,tt91869,Rosa Luxemburg,1986,3
6298,tt91474,Manhunter,1986,1
6711,tt90805,Il caso Moro,1986,0
6819,tt90952,Peking Opera Blues,1986,3
6935,tt91326,"Karate Kid, Part II, The",1986,1
6954,tt90830,Children of a Lesser God,1986,3
6972,tt90655,April Fool&#39;s Day,1986,3
6979,tt91530,"Mission, The",1986,0
7056,tt91083,From Beyond,1986,3
7333,tt91605,"Name Of The Rose, The",1986,0
7472,tt91472,"Manhattan Project, The",1986,2
7480,tt91495,Matador,1986,3
8123,tt91093,"Fugitives, The",1986,0
8286,tt91757,Pirates,1986,0
8388,tt90887,Critters,1986,2
8418,tt90837,Chopping Mall,1986,3
8486,tt90917,Deadly Friend,1986,2
8558,tt179955,Macskafogo,1986,1
9121,tt91355,Terrorizers,1986,2
9171,tt91939,She&#39;s Gotta Have It,1986,3
9229,tt92133,Under the Cherry Moon,1986,3
9374,tt92263,A Better Tomorrow,1986,0
9304,tt90583,About Last Night,1986,3
9411,tt90859,Cobra,1986,1
9516,tt91278,Iron Eagle,1986,1
9531,tt90927,"Delta Force, The",1986,1
9544,tt89695,"No Retreat, No Surrender",1986,0
9590,tt89010,"Defiant Ones, The",1986,0
9653,tt91080,Friday the 13th Part VI: Jason Lives,1986,3
9854,tt92076,"Texas Chainsaw Massacre Part 2, The",1986,0
10208,tt90563,Betty Blue,1986,2
10652,tt91065,Flying,1986,3
10893,tt91217,Hoosiers,1986,1
134,tt93105,"Good Morning, Vietnam",1987,1
321,tt92890,Dirty Dancing,1987,3
322,tt93779,"Princess Bride, The",1987,2
547,tt93870,RoboCop,1987,1
579,tt93756,Police Academy 4: Citizens on Patrol,1987,1
720,tt93058,Full Metal Jacket,1987,0
815,tt92603,Babette&#39;s Feast,1987,3
1034,tt98675,"Wonderful Wizard of Oz, The",1987,3
1181,tt93225,Housekeeping,1987,3
1203,tt93693,Overboard,1987,3
1113,tt93409,Lethal Weapon,1987,1
1078,tt94012,Spaceballs,1987,3
1657,tt93940,September,1987,3
1792,tt94315,"Whales Of August, The",1987,3
1849,tt92644,Beverly Hills Cop II,1987,1
1862,tt92581,Around the World in Eighty Ways,1987,3
1887,tt94336,Withnail &amp; I,1987,1
1902,tt90570,84 Charing Cross Road,1987,3
1928,tt93773,Predator,1987,0
2029,tt93223,House of Games,1987,3
2215,tt95801,Bagdad Cafe,1987,3
2218,tt93239,I&#39;ve Heard the Mermaids Singing,1987,3
2243,tt93191,Wings of Desire,1987,0
2250,tt94332,"Witches of Eastwick, The",1987,3
2365,tt93146,Hard Ticket to Hawaii,1987,3
2437,tt93818,Radio Days,1987,1
2471,tt92563,Angel Heart,1987,1
2523,tt92605,Baby Boom,1987,3
2644,tt93512,Maurice,1987,2
2665,tt95305,High Tide,1987,3
2710,tt93011,Fatal Beauty,1987,2
2744,tt93565,Moonstruck,1987,3
2927,tt93748,"Planes, Trains &amp; Automobiles",1987,1
3003,tt93437,"Lost Boys, The",1987,1
3249,tt93389,"Last Emperor, The",1987,3
3290,tt313254,Barbie and the Rockers: Out of This World,1987,3
3582,tt93177,Hellraiser,1987,3
3602,tt93617,Nice Girls Don&#39;t Explode,1987,3
3611,tt93777,Prince of Darkness,1987,3
3635,tt93822,Raising Arizona,1987,3
3781,tt92752,"Chipmunk Adventure, The",1987,3
3898,tt93615,Ngati,1987,3
3916,tt92991,Evil Dead II,1987,3
4228,tt93690,Outrageous Fortune,1987,3
4297,tt94074,Superman IV: The Quest for Peace,1987,3
4412,tt93075,"Gate, The",1987,2
4535,tt90738,Black Widow,1987,3
4620,tt92925,Dragnet,1987,3
4737,tt93010,Fatal Attraction,1987,3
4811,tt93415,Light of Day,1987,3
5017,tt94089,Swimming to Cambodia,1987,0
5290,tt93144,Hansel and Gretel,1987,3
5310,tt92699,Broadcast News,1987,3
5373,tt92965,Empire of the Sun,1987,1
5592,tt93220,House II: The Second Story,1987,3
5767,tt93629,A Nightmare on Elm Street 3: Dream Warriors,1987,3
5789,tt94286,Waiting for the Moon,1987,3
6062,tt92593,Au Revoir Les Enfants,1987,1
6824,tt92796,Creepshow 2,1987,3
6920,tt93300,Jaws: The Revenge,1987,3
7002,tt94137,3 Men and a Baby,1987,1
7035,tt93209,Hope and Glory,1987,3
7049,tt92610,Bad Taste,1987,0
7507,tt92513,Adventures in Babysitting,1987,3
7590,tt92693,El bosque animado,1987,3
7661,tt93412,La ley del deseo,1987,3
7918,tt92972,Epidemic,1987,1
8672,tt93936,"Secret of My Succe$s, The",1987,1
8692,tt93894,"Running Man, The",1987,3
9205,tt93589,My Demon Lover,1987,2
9375,tt94357,A Better Tomorrow II,1987,0
9286,tt92718,Can&#39;t Buy Me Love,1987,3
9389,tt92860,Deathstalker II,1987,3
9545,tt97991,"No Retreat, No Surrender 2",1987,1
9566,tt93507,Masters of the Universe,1987,3
9609,tt94142,Throw Momma from the Train,1987,1
9710,tt92546,Amazon Women on the Moon,1987,2
9755,tt92962,Emmanuelle 5,1987,0
9822,tt92730,Casanova,1987,2
9852,tt93640,No Way Out,1987,1
10275,tt93991,Slave Girls from Beyond Infinity,1987,3
10288,tt93342,Where is the friend&#39;s house,1987,0
10739,tt93493,Mannequin,1987,1
10867,tt94226,"Untouchables, The",1987,1
136,tt96438,Who Framed Roger Rabbit,1988,1
256,tt94898,Coming to America,1988,3
259,tt96283,Tonari no Totoro,1988,3
572,tt96320,Twins,1988,3
580,tt95882,Police Academy 5: Assignment: Miami Beach,1988,1
619,tt95016,Die Hard,1988,3
647,tt94721,Beetle Juice,1988,3
739,tt96446,Willow,1988,3
814,tt95583,Maniac Cop,1988,3
859,tt97493,Heathers,1988,3
940,tt95690,Mystic Pizza,1988,3
1070,tt96463,Working Girl,1988,3
1293,tt96256,They Live,1988,0
1210,tt95776,Oliver &amp; Company,1988,2
1158,tt92675,Bloodsport,1988,1
1629,tt94947,Dangerous Liaisons,1988,3
1647,tt96523,L&#39;etudiante,1988,3
1714,tt95889,Poltergeist III,1988,3
1824,tt95705,"Naked Gun: From the Files of Police Squad!, The",1988,1
1860,tt95444,Killer Klowns from Outer Space,1988,0
1911,tt95159,A Fish Called Wanda,1988,3
2903,tt95631,Midnight Run,1988,2
2244,tt94625,Akira,1988,1
2406,tt95675,Women on the Verge of a Nervous Breakdown,1988,3
2462,tt95270,Hairspray,1988,3
2485,tt96037,Satisfaction,1988,3
2493,tt94715,Beaches,1988,3
2502,tt94608,"Accused, The",1988,3
2505,tt94739,Big Business,1988,3
2653,tt95145,Feds,1988,3
2663,tt94612,Action Jackson,1988,1
2784,tt94631,Alien Nation,1988,1
2905,tt95489,"Land Before Time, The",1988,3
2960,tt95037,"Distant Voices, Still Lives",1988,3
3075,tt96289,Torch Song Trilogy,1988,1
3448,tt189071,Scooby-Doo and the Ghoul School,1988,3
3482,tt95953,Rain Man,1988,1
3559,tt95593,Married to the Mob,1988,3
4374,tt94668,Appleseed,1988,3
4578,tt96487,Young Guns,1988,1
4582,tt96001,Rock &#39;n&#39; Roll Mom,1988,3
4628,tt96324,Two Moon Junction,1988,3
4672,tt94964,Dead Ringers,1988,2
4705,tt94862,Child&#39;s Play,1988,3
4774,tt95687,My Stepmother Is an Alien,1988,3
4813,tt96465,World Gone Wild,1988,3
4815,tt93171,Hell Comes to Frogtown,1988,3
4986,tt96061,Scrooged,1988,3
4990,tt94921,Crossing Delancey,1988,3
4998,tt95765,Cinema Paradiso,1988,1
5128,tt95497,"Last Temptation of Christ, The",1988,2
5179,tt330312,Gakk&ocirc; no kaidan G,1988,0
5258,tt96176,Sticky Fingers,1988,3
5261,tt95294,Hellbound: Hellraiser II,1988,1
5324,tt94737,Big,1988,1
5383,tt94663,Another Woman,1988,3
5569,tt94824,Caddyshack II,1988,3
5595,tt96764,"Adventures of Baron Munchausen, The",1988,1
5867,tt95327,Grave of the Fireflies,1988,0
5881,tt96163,Spoorloos,1988,1
6020,tt95742,A Nightmare on Elm Street 4: The Dream Master,1988,3
6746,tt96461,Wong gok ka moon,1988,0
7099,tt95925,Pumpkinhead,1988,3
7161,tt94606,"Accidental Tourist, The",1988,2
7423,tt93840,Remando al viento [Rowing with the Wind],1988,2
8389,tt94919,Critters 2,1988,3
8406,tt97257,Earth Girls Are Easy,1988,2
8515,tt95484,Lady in White,1988,1
8771,tt95243,Gorillas in the Mist,1988,3
9060,tt94812,Bull Durham,1988,2
9206,tt97561,Igla,1988,0
9418,tt95800,"Bear, The",1988,0
9410,tt95956,Rambo III,1988,0
9453,tt95250,"Big Blue, The",1988,2
9489,tt96378,Vibes,1988,1
9666,tt224412,Hiroshima Maiden,1988,3
9676,tt95088,Elvira: Mistress of the Dark,1988,3
9737,tt94588,&#39;Gator Bait 2: Cajun Justice,1988,0
9751,tt96114,"Sisterhood, The",1988,3
9758,tt95094,Emmanuelle 6,1988,3
9769,tt98180,Red Scorpion,1988,0
9821,tt94791,"Bourne Identity, The",1988,0
10295,tt94027,Stand and Deliver,1988,1
10328,tt95031,Dirty Rotten Scoundrels,1988,1
10631,tt93371,Kung-Fu Master!,1988,3
10685,tt95253,"Great Outdoors, The",1988,3
10704,tt92493,Crocodile Dundee II,1988,2
10747,tt94868,Chocolat,1988,3
10934,tt92559,And God Created Woman,1988,3
10921,tt93952,Shame,1988,3
150,tt96874,Back to the Future Part II,1989,3
159,tt98554,Uncle Buck,1989,3
181,tt98635,When Harry Met Sally,1989,3
336,tt98189,Resan till Melonia,1989,1
511,tt98206,Road House,1989,1
581,tt98105,Police Academy 6: City Under Siege,1989,1
591,tt97940,Mystery Train,1989,3
666,tt97757,"Little Mermaid, The",1989,3
700,tt97814,Majo no takky&ucirc;bin (Kiki&#39;s Delivery Service),1989,3
734,tt97336,Fat Man and Little Boy,1989,1
849,tt98519,Troop Beverly Hills,1989,3
924,tt98384,Steel Magnolias,1989,3
1023,tt96895,Batman,1989,1
1049,tt97576,Indiana Jones and the Last Crusade,1989,0
1201,tt98382,Star Trek V: The Final Frontier,1989,1
1103,tt98319,Shirley Valentine,1989,3
1463,tt84548,Przesluchanie,1989,3
1540,tt97428,Ghostbusters II,1989,2
1603,tt97523,"Honey, I Shrunk the Kids",1989,3
1499,tt100934,Wild Orchid,1989,3
1478,tt96754,"Abyss, The",1989,3
1640,tt97731,Let It Ride,1989,2
1833,tt97366,Fletch Lives,1989,1
1834,tt98627,Weekend at Bernie&#39;s,1989,1
1847,tt97423,"Get Smart, Again!",1989,3
2065,tt98724,"Sex, Lies, and Videotape",1989,2
2074,tt96734,"&#39;Burbs, The",1989,1
2353,tt97499,Henry V,1989,3
2361,tt97165,Dead Poets Society,1989,1
2463,tt96928,Bill &amp; Ted&#39;s Excellent Adventure,1989,2
2488,tt98309,She-Devil,1989,3
2528,tt96787,All Dogs Go to Heaven,1989,3
2619,tt97123,Crimes and Misdemeanors,1989,3
3808,tt97815,Major League,1989,1
3803,tt98327,"Seventh Continent, The",1989,3
3932,tt97737,Leviathan,1989,3
3934,tt97240,Drugstore Cowboy,1989,2
4036,tt98546,UHF,1989,1
4175,tt97858,Meet The Feebles,1989,3
4268,tt98300,Shag,1989,3
4270,tt98258,Say Anything...,1989,2
4364,tt97742,Licence to Kill,1989,2
4397,tt98032,Oranges Are Not The Only Fruit,1989,3
4579,tt97235,"Dream Team, The",1989,0
4597,tt97108,"Cook, the Thief, His Wife &amp; Her Lover, The",1989,1
4606,tt97162,Dead Calm,1989,0
4646,tt97728,Leningrad Cowboys Go America,1989,0
4760,tt98453,Teen Witch,1989,3
5277,tt98536,Turner &amp; Hooch,1989,1
5534,tt103959,Chopper Chicks in Zombietown,1989,3
5574,tt96969,Born on the Fourth of July,1989,3
6024,tt97981,A Nightmare on Elm Street 5: The Dream Child,1989,3
6594,tt97216,Do the Right Thing,1989,2
6675,tt97388,Friday the 13th Part VIII: Jason Takes Manhattan,1989,3
6975,tt97441,Glory,1989,0
7048,tt97790,Loverboy,1989,3
7213,tt97444,Godzilla vs. Biollante,1989,3
7222,tt97733,Lethal Weapon 2,1989,3
7255,tt97239,Driving Miss Daisy,1989,3
7268,tt97351,Field of Dreams,1989,2
7269,tt97937,My Left Foot,1989,3
7438,tt97883,Millennium,1989,3
7842,tt97182,"Delinquents, The",1989,3
8323,tt97958,National Lampoon&#39;s Christmas Vacation,1989,3
8470,tt94849,Celia,1989,3
8507,tt96869,Babar: The Movie,1989,3
8997,tt98257,Savage Beach,1989,3
9485,tt97659,Kickboxer,1989,0
9487,tt96945,Blind Fury,1989,1
9515,tt97647,"Karate Kid Part III, The",1989,0
9528,tt97202,"Killer, The",1989,0
9539,tt97334,Farewell to the King,1989,0
9727,tt98439,Tango &amp; Cash,1989,0
9752,tt98193,"Return of Swamp Thing, The",1989,3
9770,tt98141,"Punisher, The",1989,1
10637,tt98325,Sidewalk Stories,1989,2
10709,tt98067,Parenthood,1989,3
10841,tt98273,Sea of Love,1989,0
10876,tt97027,Casualties of War,1989,0
118,tt100802,Total Recall,1990,1
151,tt99088,Back to the Future Part III,1990,1
209,tt100944,"Witches, The",1990,3
432,tt99785,Home Alone,1990,3
443,tt100140,Mermaids,1990,3
454,tt99864,It,1990,1
459,tt100157,Misery,1990,1
533,tt100395,Postcards from the Edge,1990,3
796,tt100024,Life Is Sweet,1990,3
869,tt100263,Nikita,1990,3
926,tt99731,"Handmaid&#39;s Tale, The",1990,3
1173,tt100151,Mindwalk,1990,3
1130,tt99653,Ghost,1990,3
1441,tt100332,Paris is Burning,1990,3
1663,tt100814,Tremors,1990,3
1728,tt100990,"I, the Worst of All",1990,3
1935,tt100928,White Hunter Black Heart,1990,1
2156,tt100405,Pretty Woman,1990,3
2211,tt99685,Goodfellas,1990,3
2242,tt99365,Darkman,1990,0
2379,tt196378,Bimbos B.C.,1990,3
2296,tt99040,An Angel at My Table,1990,3
2313,tt99165,"Bonfire of the Vanities, The",1990,2
2442,tt99487,Edward Scissorhands,1990,3
2577,tt100935,Wild at Heart,1990,2
2820,tt99892,Joe Versus the Volcano,1990,2
2942,tt99582,Flatliners,1990,3
2963,tt99423,Die Hard 2,1990,3
3000,tt99810,"Hunt for Red October, The",1990,1
3247,tt99733,Happily Ever After,1990,3
3524,tt100530,"Russia House, The",1990,0
3561,tt100234,Close-Up,1990,1
3566,tt98147,Qin yong,1990,3
3662,tt99817,Dark Angel (I Come in Peace),1990,0
3721,tt359610,A Little Night Music,1990,3
4034,tt100046,"Long Walk Home, The",1990,3
4080,tt99818,I Hired a Contract Killer,1990,0
4174,tt102993,Strangers in Good Company,1990,3
4574,tt99819,I love you to death,1990,3
4706,tt99253,Child&#39;s Play 2,1990,3
4719,tt105643,Troll 2,1990,3
4750,tt100150,Miller&#39;s Crossing,1990,0
4807,tt99005,Air America,1990,0
5182,tt100403,Predator 2,1990,2
5237,tt100502,RoboCop 2,1990,1
5284,tt100758,Teenage Mutant Ninja Turtles,1990,2
5301,tt97106,A Tale of Springtime,1990,3
5333,tt98532,"Match Factory Girl, The",1990,3
5347,tt99776,Europa Europa,1990,2
5399,tt98897,Portrait of a Marriage,1990,3
5556,tt100054,Lord of the Flies,1990,0
5581,tt100691,Stella,1990,2
5614,tt100911,"Welcome Home, Roxy Carmichael",1990,3
5688,tt99871,Jacob&#39;s Ladder,1990,1
5776,tt100924,Where the Heart Is,1990,3
5777,tt100404,Presumed Innocent,1990,1
5908,tt142233,Dragon Ball Z: The Movie - The Tree of Might,1990,1
6081,tt99012,Alice,1990,3
6289,tt99321,Criminal Justice,1990,3
6542,tt99938,Kindergarten Cop,1990,3
6562,tt99329,Cry-Baby,1990,3
6656,tt100557,"Nasty Girl (Das schreckliche M&auml;dchen), The",1990,3
7426,tt142245,Dragon Ball Z: Bardock - The Father of Goku,1990,0
7626,tt99348,Dances with Wolves,1990,1
7659,tt100519,Rosencrantz &amp; Guildenstern Are Dead,1990,1
8021,tt99768,Hidden Agenda,1990,3
8043,tt99277,Class of 1999,1990,2
8051,tt100477,"Rescuers Down Under, The",1990,1
8061,tt99674,"Godfather: Part III, The",1990,3
8097,tt100142,Metropolitan,1990,3
8584,tt100469,"Reflecting Skin, The",1990,1
8929,tt103768,Barbarian Queen II: The Empress Strikes Back,1990,3
9481,tt100594,"Sheltering Sky, The",1990,0
9529,tt99426,Bullet in the Head,1990,1
9530,tt100232,Navy Seals,1990,0
9532,tt99399,Delta Force 2: The Colombian Connection,1990,1
9537,tt100222,Naked Tango,1990,1
9546,tt100266,"No Retreat, No Surrender 3: Blood Brothers",1990,0
9563,tt100029,Lionheart,1990,1
9726,tt100507,Rocky V,1990,0
9813,tt99772,Hiroshima: Out of the Ashes,1990,3
9923,tt99700,Gremlins 2: The New Batch,1990,2
10013,tt100260,Nightbreed,1990,3
10356,tt100449,Quick Change,1990,0
10394,tt101258,Days of Being Wild,1990,2
10415,tt99160,Blue Steel,1990,2
10453,tt101399,Bad Girls from Mars,1990,3
10884,tt99371,Days of Thunder,1990,2
32,tt102926,"Silence of the Lambs, The",1991,3
183,tt101414,Beauty and the Beast,1991,3
266,tt103074,Thelma &amp; Louise,1991,3
308,tt102587,Omohide poro poro,1991,3
467,tt102609,Other People's Money,1991,3
512,tt102685,Point Break,1991,0
710,tt103030,Tacones Lejanos,1991,3
767,tt101921,Fried Green Tomatoes,1991,3
847,tt103064,Terminator 2: Judgement Day,1991,3
879,tt102898,Shakes the Clown,1991,3
913,tt102103,Impromptu,1991,3
1033,tt102057,Hook,1991,2
1346,tt101898,Flirting,1991,2
1297,tt101640,Raise the Red Lantern,1991,3
1125,tt103247,White Fang,1991,1
1429,tt101597,Closet Land,1991,0
1089,tt101745,Doc Hollywood,1991,1
1579,tt102798,Robin Hood: Prince of Thieves,1991,3
1405,tt101889,"Fisher King, The",1991,3
1697,tt103112,Toy Soldiers,1991,0
1825,tt102510,"Naked Gun 2 1/2: The Smell of Fear, The",1991,1
1846,tt102943,Slacker,1991,3
2180,tt101765,"Double Life of Veronique, The",1991,3
2216,tt102829,Salmonberries,1991,3
2315,tt101410,Barton Fink,1991,1
2326,tt101465,Black Robe,1991,1
2408,tt102436,&#39;Merci la vie&#39;,1991,3
2455,tt104057,Daughters of the Dust,1991,3
2491,tt101329,An American Tail: Fievel Goes West,1991,3
2637,tt101757,Don&#39;t Tell Mom the Babysitter&#39;s Dead,1991,3
2740,tt103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,3
2785,tt101701,Delirious,1991,1
2846,tt102536,Night on Earth,1991,3
2857,tt104922,Motorama,1991,1
2913,tt101627,Critters 3,1991,3
3036,tt102817,Rubin and Ed,1991,0
3058,tt102573,"Object of Beauty, The",1991,3
3251,tt101452,Bill &amp; Ted&#39;s Bogus Journey,1991,1
3292,tt103241,What About Bob?,1991,2
3544,tt102070,Hudson Hawk,1991,3
3563,tt102059,Hot Shots!,1991,1
3592,tt102975,Star Trek VI: The Undiscovered Country,1991,2
3595,tt101272,"Addams Family, The",1991,3
3987,tt102803,"Rocketeer, The",1991,1
4241,tt99851,Into The Woods,1991,3
4290,tt102266,"Last Boy Scout, The",1991,3
4358,tt104981,Neon City,1991,3
4577,tt102303,Life Stinks,1991,0
4631,tt101698,Defending Your Life,1991,3
4666,tt102250,L.A. Story,1991,3
4736,tt101829,Europa,1991,0
4973,tt107875,"Princess and the Goblin, The",1991,3
5133,tt100009,Lethal Games,1991,3
5260,tt102370,Madonna: Truth or Dare,1991,3
5265,tt102492,My Girl,1991,3
5332,tt101318,"Lovers on the Bridge, The",1991,1
5638,tt101507,Boyz n the Hood,1991,2
5639,tt102313,"Linguini Incident, The",1991,3
5814,tt101891,"Five Heartbeats, The",1991,1
5833,tt99422,Dick Tracy,1991,1
6028,tt101917,Freddy&#39;s Dead: The Final Nightmare,1991,2
6089,tt1125254,Dragon Ball Z: Cooler&#39;s Revenge,1991,0
6335,tt102522,Nekromantik 2,1991,1
6371,tt102951,Soapdish,1991,3
7146,tt102797,Robin Hood,1991,1
7163,tt105121,"People Under the Stairs, The",1991,3
7172,tt101991,Hachi-gatsu no rapusodi,1991,3
7235,tt98063,Paprika,1991,3
7200,tt102138,JFK,1991,3
7365,tt101587,City Slickers,1991,3
7609,tt100491,Riff-Raff,1991,0
7632,tt101912,Frankie and Johnny,1991,1
7650,tt102494,My Own Private Idaho,1991,1
7655,tt102603,Oscar,1991,2
7938,tt101540,Cape Fear,1991,3
8062,tt102426,Mediterraneo,1991,2
9094,tt101458,Until the End of the World,1991,3
9322,tt130236,Samurai Cop,1991,1
9378,tt102034,Highlander II,1991,1
9517,tt99388,Deathstalker IV: Match of Titans,1991,1
9533,tt101702,Delta Force 3: The Killing Game,1991,0
9548,tt102202,Kickboxer 2: The Road Back,1991,0
9564,tt101764,Double Impact,1991,1
9810,tt102397,"Manta, Manta",1991,3
9847,tt103956,Child&#39;s Play 3,1991,2
10117,tt102915,Showdown in Little Tokyo,1991,3
10265,tt101605,"Commitments, The",1991,3
10474,tt101844,Eyes of an Angel,1991,0
10658,tt101775,Drop Dead Fred,1991,3
10733,tt102526,New Jack City,1991,0
10871,tt101393,Backdraft,1991,1
10889,tt101902,For the Boys,1991,3
18,tt105236,Reservoir Dogs,1992,0
98,tt103639,Aladdin,1992,0
296,tt103644,Alien 3,1992,0
433,tt104431,Home Alone 2: Lost in New York,1992,3
450,tt104348,Glengarry Glen Ross,1992,0
451,tt104257,A Few Good Men,1992,1
560,tt104694,A League of Their Own,1992,3
748,tt103893,Buffy the Vampire Slayer,1992,3
818,tt103850,Bob Roberts,1992,1
1025,tt103776,Batman Returns,1992,0
1345,tt104321,Gas Food Lodging,1992,3
1352,tt105417,Sister Act,1992,3
1276,tt106308,Army of Darkness,1992,2
1101,tt104940,"Muppet Christmas Carol, The",1992,3
1126,tt104868,"Mighty Ducks, The",1992,1
1157,tt104254,FernGully: The Last Rainforest,1992,3
1836,tt105629,Toys,1992,3
1867,tt105851,Full Contact,1992,1
1869,tt104070,Death Becomes Her,1992,3
1877,tt107756,Orlando,1992,2
1886,tt104815,El Mariachi,1992,0
1895,tt104952,My Cousin Vinny,1992,1
2128,tt101811,Enchanted April,1992,3
2349,tt105107,Passion Fish,1992,3
2415,tt104454,Howards End,1992,3
2432,tt105665,Twin Peaks: Fire Walk With Me,1992,3
2457,tt105316,Sarafina!,1992,3
2466,tt104697,Leaving Normal,1992,3
2504,tt105414,Single White Female,1992,3
2506,tt105577,This is My Life,1992,3
2628,tt104990,Newsies,1992,1
2709,tt105481,Straight Talk,1992,3
3141,tt104036,"Crying Game, The",1992,2
3414,tt104652,Porco Rosso (Kurenai no Buta),1992,1
3556,tt100963,King of Beggars,1992,2
3636,tt105151,"Player, The",1992,3
3787,tt105323,Scent of a Woman,1992,1
3937,tt103767,Baraka,1992,0
4141,tt103873,Dead Alive,1992,3
4391,tt104797,Malcolm X,1992,3
4731,tt105793,Wayne&#39;s World,1992,1
4779,tt105477,Stop! Or My Mom Will Shoot,1992,2
4782,tt103939,Chaplin,1992,1
4839,tt104040,"Cutting Edge, The",1992,3
4837,tt104670,Ladybugs,1992,3
4838,tt103994,Como agua para chocolate,1992,3
4903,tt104466,Husbands and Wives,1992,3
4940,tt103772,Basic Instinct,1992,1
4947,tt103874,Dracula,1992,3
4952,tt104237,Damage,1992,3
4999,tt104412,Hero,1992,1
5005,tt103919,Candyman,1992,3
5241,tt104692,"Lawnmower Man, The",1992,1
5318,tt103859,Boomerang,1992,3
5425,tt105682,Un Coeur en Hiver,1992,3
5533,tt103812,"Bikini Carwash Company, The",1992,3
5593,tt1517470,Doragon b&ocirc;ru Z: Atsumare! Gok&ucirc; W&acirc;rudo,1992,0
5654,tt105435,Sneakers,1992,1
6090,tt142237,Dragon Ball Z: The Return of Cooler,1992,0
6123,tt105265,A River Runs Through It,1992,2
6317,tt105415,Singles,1992,2
6397,tt104409,Hellraiser III: Hell on Earth,1992,3
6702,tt105130,Peter&#39;s Friends,1992,3
6862,tt105859,Dragon Inn,1992,3
7006,tt105695,Unforgiven,1992,3
7601,tt104298,Freddie as F.R.O.7.,1992,1
7031,tt104691,"Last of the Mohicans, The",1992,2
7179,tt105459,Split Second,1992,0
7191,tt105616,Tom and Jerry: The Movie,1992,3
7245,tt104684,Hard Boiled,1992,0
7640,tt104452,HouseSitter,1992,1
8287,tt104779,Bitter Moon,1992,3
8393,tt101628,Critters 4,1992,1
8583,tt104695,Leap of Faith,1992,2
8622,tt104187,Encino Man,1992,1
8991,tt103855,"Bodyguard, The",1992,2
9000,tt104575,Just another girl on the I.R.T,1992,1
9922,tt104389,"Hand That Rocks the Cradle, The",1992,3
9107,tt104105,Dien Bien Phu,1992,0
9221,tt101316,"Lover / L&#39;amant, The",1992,1
9242,tt105466,Stay Tuned,1992,2
9331,tt105488,Strictly Ballroom,1992,1
9785,tt105104,Passenger 57,1992,1
